review,sentiment
"this isn't 'Bonnie and Clyde' or 'Thelma and Louise' but it is a fine road movie. it sets up its two main characters gently and easily. viewers learn the underlying tensions quickly, which is a tribute to the director. there is the young french (and English) speaking son who wants to do well in France, has a french girlfriend and who drinks alcohol, parties as young men do. And there is his moroccan arabic (and french) speaking father who devoutly follows his Muslim faith, with generosity and the wisdom of elders and who rejects the new culture surrounding him (like mobile phones). the film could explore very powerful politics - the odd couple drive thru the former Yugoslavia, thru Turkey and then thru the Middle East to get to Mecca. these are areas where the Muslim populations have been involved in wars, repression, ethnic cleansing; where dictators have pursued torture and summary executions to hold power and where religious communities are in constant deadly battle with each other. yet the film moves thru those places and possibilities with only hints of such agendas. the relationship between the two is key to this film, and faith, politics are the backdrop. it seems to be saying that we are all human, and need to understand and care for each other in order to manage well in this world. it certainly isn't 'Natural Born Killers' and is all the better for it.",positive
"No movies have grabbed my attention like this one has. You see, I have wanted to watch this movie again for over twenty-five years. The one and only time I saw it was as a teen-ager which may have been the year it was released, 1977.<br /><br />What I do remember of the movie is that it touched those deep-held emotions so profoundly that there is still an overwhelming desire to watch it again. The intrigue this movie provides by the human element of father/son seeking and searching is sure to touch every human soul who watches it. Why this movie has not been brought out of storage and shown as often as many other movies of lesser depth, I do not know.<br /><br />Postscript: Received copy of movie and after watching it again was delighted to see that my memory held true. Rating reflects movie content. Would like to watch this movie on DVD as seeing this 1977 production on a used VHS tape took away from the overall quality.",positive
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"Before I talk about the ending of this film I will talk about the plot. Some dude named Gerald breaks his engagement to Kitty and runs off to Craven Castle in Scotland. After several months Kitty and her aunt venture off to Scottland. Arriving at Craven Castle Kitty finds that Gerald has aged and he has grown meaner. Gerald has certain rules for the castle(the rules have been the same for 200 years). Gerald does not want them to stay but, Kitty insist on staying by making excuses. One night her aunt catches a glimpse of the monster running across the hall. It scares her so much that she faints and (another excuse) they must stay longer. Kitty becomes more worried about Gerald after she tries to go in the maze but Gerald catches her and is even meaner to her. Kitty then sends for reinforcements, she calls their doctor who is actually their friend and his wide. Then to make things not look suspicious they invite a couple other friends(who don't really do anything). Blah,blah, blah Kitty and her aunt end up in the maze where the most suspense of the story is. They somehow get separated and they try to find each other. But the aunt stumbles upon the creature...here it is the moment we've all been waiting for, what is the creature lurking in the shadows?...it is a giant FROG!!! OMG what is better than that! After seeing the aunt the frog literally goes crazy and runs, oops I mean hops up the stairs to the top of the castle. The frog then leaps out an open window. We then go on a shot from the ground and see the frog gall towards us (oh yeah this movie was in 3-D). But you want to know what is funny is the frog that falls out the window is actually a toy because it is 1/10 the size of the frog before it takes the leap. It is then revealed that this was all evolutions fault, blah, blah and Kitty and Gerald get married. Then the last shot of this masterpiece is of the grave of the frog in the maze, the only place where he was ever really happy ;).",positive
"One thing about Hollywood, someone has a success and it's always rushed to be copied. And another thing is that players give some of their best performances away from their home studio.<br /><br />Rock Hudson got such accolades for his performance in the Texas based film Giant that Universal executives must have thought, let's quick get him into another modern Texas setting.<br /><br />Similarly Robert Stack got great reviews for The High and the Mighty as the pilot who was cracking under the strain of flying a damaged aircraft that it was natural to give him another crack up role.<br /><br />Both of these ends were achieved in Written on the Wind. Before Hudson was the big ranch owner, now he's the son of a hunting companion of Robert Stack's father who took Hudson under his wing. In other words the James Dean part without the James Dean racism from Giant. <br /><br />Lauren Bacall is the executive secretary of an advertising agency that Stack's Hadley Oil Company uses. Hudson likes her, but she's dazzled by Stack's millions and when he woos a girl he's got the means to really pursue a campaign. She marries Stack.<br /><br />And last but not least in the mix we have Dorothy Malone who's Stack's amoral sister who has a yen for Rock, but Rock ain't about to get tangled up with this wild child. <br /><br />Dorothy Malone spent over 10 years in a whole bunch of colorless film heroine roles before landing this gem. She got a Best Supporting Actress Award for her part as Marilee Hadley and it was well deserved.<br /><br />If you like splashy technicolor Fifties soap opera than this is the film for you.",positive
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"Did we all see the same movie??? I can't believe the raves some of the others are giving this really awful bio which, believe or not, was authorized by Shirley Temple herself, based on her book CHILD STAR. Gives me the feeling that some are awfully easy to please.<br /><br />First of all, ASHLEY ROSE ORR, whatever her modest talents are, in no way, shape or form even resembles Shirley Temple enough to be cast as her in this sort of straightforward biography of the world's most famous child star. She gives no indication of why or how this child was so revered except for trying her hardest to do a Shirley impersonation which never clicks on any level. None whatsoever.<br /><br />And that is the major handicap of the whole piece. But as if that isn't bad enough, any drama inherent in Shirley's story of her climb to almost overnight stardom has been completely white-washed with insipid writing peppered with occasional song and dance moments that don't even approximate what Shirley did (as for example, ""The Codfish Ball"" with Buddy Ebsen which was probably the high point of Shirley's choreographed dance routines).<br /><br />Simply putting a girl in a polka dot dress doesn't make her Shirley Temple. None of Shirley's own brand of charm, warmth and appeal is even remotely suggested. All we see on display is a pale imitation of the original proving, once and for all, that there was only one Shirley Temple.<br /><br />It's worthless to write anything further about this mess. None of the others are more than ordinary in lifeless roles. My advice for Shirley's fans is to read her book--or better still--watch her movies.<br /><br />This is the pits.",negative
"I can't add much to what has been said already, except I'm going to have to because of the 10 lines minimum policy.<br /><br />I've actually got this on a VHS-to-DVD copy, but the quality is quite poor and I desperately need for it to be officially released.<br /><br />I can just imagine what extras I would like to see (Tim Healy's character swearing his way through one of those 'Football Bloopers' type programmes would be great!). You can imagine it now, can't you? But of course, it looks like most people will have to carry on dreaming about a DVD release.<br /><br />Surely to God there must be someone in the DVD releases department at ITV who also knows something about British culture, is web savvy and has enough about them to look at IMDb now and again? Oh, well.",positive
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
"This piece of crap might have been acclaimed 60 years ago, but it is one of the most racist movies ever made with the Native American Indians played by white men. The right-wing Republican James Stewart was a huge racist in real life, just like his close friend John Wayne. In 1971 Stewart had actor Hal Williams fired from ""The Jimmy Stewart Show"" (a short-lived series that mercifully flopped) just because Williams was black. As if that were not bad enough, this film is very dated and boring. Watch ""Dances with Wolves"" instead for a less racist view.<br /><br />Stewart was in his forties when this awful movie was made, and even with his ridiculous wig he still looked like a paedophile chasing after 16-year-old Debra Paget. I'm surprised it was even allowed.<br /><br />0/10.",negative
"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the mouth, and Hugh Jackman and Scarlett Johannsson don't have a lot more to do. It's pretty disappointing, I must say. Ian McShane's role is just an expanded cameo appearance. <br /><br />The first thing that occurred to me was ""I wonder how much the BBC had to pay Woody Allen to dislodge him from Manhatttan?"" He must've needed the money, and they must have needed his appeal to expand their audience beyond the youth market drawn to the two stars. I'm giving this movie 4 stars instead of 3 because it is unbothersome background noise. If you ever want something to have on while you're knitting or sorting your stamp collection, this'll do the job. I wouldn't pay to rent it again.",negative
"Arnold fans will holler in joy, fans of brainless action will holler in astonishment, and Catholics will just holler.<br /><br />Illogically written by Andrew W. Marlowe and ham-handedly directed by Peter Hyams, *End of Days* gets The Terminator out of his open-backed hospital gown (Arnold Schwarzenegger's return to the big screen after his heart operation), whilst blowing things up in Mysterious Ways and blaspheming Biblical verse to give Catholics something more to whine about.<br /><br />It is 1999 and doom-sayers the world over live in trepidation of their computers going fritz and losing their downloaded porn. Even as the technological stank of Y2K muttons the New York streets, ex-cop turned alcoholic security guard, Jericho Cane (Schwarzenegger, with the perfunctory ""dead-wife-and-kid"" back-story for Loose Cannon effect), must brave theological waters to save 20-year-old virgin Christine (Robin Tunney) from being conscripted as  wait for it  The Bride of Satan. Dun dah daaaarrrh! Stupidity ensues.<br /><br />For every anti-hero, there is his anti-Christ. Gabriel Byrne is the devil here  and he's out to party like it's 1999, on a mission to impregnate Christine with the Anti-Christ between 11 pm and 12 midnight, December 31, 1999  ironically, in the hour that all porn will be lost  thereby bringing about the End of Days. Being able to read minds, conjure hallucinations and employ limitless magic, it doesn't occur to Satan to expedite the impregnation process by appearing months in advance and courting Christine as a teen model and then closing the panty raid easily at the appointed time; instead, he appears on December 28th like a Keyser Soze Terminator and wonders why she doesn't welcome him with open thighs (See above comment re: stupidity.) Here is a movie where nothing makes sense the moment it is uttered, let alone after contemplating its veracity or mythology. A priest (Rod Steiger) tells Jericho that '666' is really '999' upside down with a '1' in front of it. So wait - *Prince* is the Anti-Christ?<br /><br />Satan Soze pursues Jericho and Christine (J and C  get it?) around town, at no point doing anything which would actually precipitate their capture. In one scene, Satan recreates Jericho's wife and child to tempt him into revealing where he hid Christine. But if he can see so deeply into Jericho's mind in recreating his family with enough nuance to inspire nostalgia, why can't he see where Jericho hid Christine not ten minutes ago? <br /><br />Satan can make an assassin talk without a tongue, yet he can't make that assassin unjam a semi-automatic weapon. And when Jericho shoots Satan at point blank range, Satan is courteous enough to open his shirt to reveal the wounds closing, so Jericho won't worry unduly about Satan's health - not sanitary to go about with open bullet wounds Matter of fact, instead of simply possessing Jericho himself to get close to Christine and rape her, Satan expends so much unnecessary energy on side-projects (crucifying the tongue-less guy, blowing up Jericho's partner (Kevin Pollak) and then saving him, and then blowing him up again, ridiculously battling Jericho when he could snuff him out with the effort of thought) that we wonder whether a more efficient assassin/lover shouldn't be put on the case  say, Antonio Banderas.<br /><br />What I find most precious about *End of Days* is Arnold's valiant attempts at The Method: ""sad"" means scrunching up his eyes and not blurting out anything in a foreign accent; ""depressed"" means raising a bottle to his lips and not blurting out anything in a foreign accent; ""deathly scared"" means widening his eyes and not blurting out anything in a foreign accent. There's definitely a pattern here, if we could only decipher it.<br /><br />In the end, the devil is dispatched not by the holy men whom Catholics pray to for deliverance from apocalypses such as these, but from the atheist Jericho. While the timid men of an impotent god exhort ""faith"" and quiver in their cells doing nothing about Satan actually walking amongst them, the Prince of Darkness is thwarted by a nullifidian with a big gun and a foreign accent. Which clearly says something that Catholics blindly refuse to hear: that even if the Devil were to exist, those who have been indoctrinated to unconditionally and irrationally fear him would be unable to conjure a belief in his downfall, let alone act towards it. Further, they might not truly WANT him defeated, for only through his contrary polarity does their god's existence become tenable.<br /><br />For it is written in the Book of Revelations: ""And the Prince of Darkness shall descendeth upon the Earth without any solid game plan, and impregnate a virgin on a date which won't have any significance until the Gregorian Calendar of the 1500s adopts the day numbering which will put it in sync with the equinoxes and the Anno Domine syntax which will annoy sensible people for millennia, by which time, Christians will have forgotten Christ's actual birth date and appropriated the pagan Saturnalia festival in its stead. And the Prince shall effect a Revolution through tight purple pants and ambiguously-lesbian band members"" I can believe the people being drained of blood and crucified, and the alcoholic built like a Mr. Universe; I can believe that a giant, supernatural monster can't kill a guy armed only with a foreign accent; I can even believe that the devil needs to perform some hokey thirteenth century Celtic Druid ritual as foreplay - but what I cannot believe is the 20-year-old virgin in New York City in 1999.<br /><br />Especially around Prince...",negative
"The Shining, you know what's weird about this movie? This is the movie that everyone, for people who claim to not like horror films, will always say that The Shining is a terrific film. This is Stanley Kubrick's classic vision of Stephen King's horror tale of madness and blood. This is just an incredible film and wither you have seen it or not, you have heard of it, know a few lines from it, and know some of the classic images. Who could forget Jack's ""Here's Johnny!""? Who could forget ""All Work and No Play Make Jack a Dull Boy""? Who could forget that chilling ending? This is the film that is unforgettable and honestly in my opinion is Kubrick's best work. I know there is a lot of argument in that department, a lot of people say it's 2001: A Space Odyssey or Clockwork Orange or even Dr. Strangelove, but if those film pioneered film making, then The Shining perfected it. This is the tale of isolation, madness, terrifying images, and the ultimate ghost story that will crawl underneath your skin. <br /><br />Jack Torrance, Jack's son Danny, and Jack's wife, Wendy arrive at the Overlook Hotel on closing day. The elderly African-American chef, Dick Hallorann, surprises Danny by speaking to him telepathically and offering him some ice cream. He explains to Danny that he and his grandmother shared the gift; they called the communication ""shining."" Danny asks if there is anything to be afraid of in the hotel, particularly Room 237. Dick tells Danny that the hotel has a certain ""shine"" to it and many memories, not all of them good, and advises him to stay out of room 237 under all circumstances. Danny's curiosity about Room 237 finally gets the better of him when he sees the room has been opened. Danny shows up injured and visibly traumatized after Jack tells Wendy that he loves his family. Seeing this, Wendy thinks Jack has been abusing Danny. Jack wanders into the hotel's Gold Room where he meets a ghostly bartender named Lloyd. Danny starts calling out the word ""redrum"" frantically, and scribbling it on walls. He goes into a trance, and withdraws; he now says that he is Tony, his own ""imaginary friend."" Jack sabotages the hotel radio, cutting off communication from the outside world, but Hallorann has received Danny's telepathic cry for help and is on his way. Wendy discovers that Jack has been typing endless pages of manuscript repeating ""All work and no play makes Jack a dull boy"" formatted in various ways. Horrified, Jack threatens her and she knocks him unconscious with a baseball bat, locking him in a storage locker in the kitchen. Jack converses with Grady through the door of the locker, which then unlocks releasing him. Danny has written ""REDRUM"" in lipstick on the door of Wendy's bedroom. When she looks in the mirror, she sees that it is ""Murder"" spelled backwards. Jack picks up an axe and begins to chop through the door leading to his family's living quarters. ""Here's Johnny!"", and Jack's legendary image is born.<br /><br />The Shining is one of those films that you seriously have to make time to see, this is an incredible film and still gives me nightmares. Jack Nicholson's performance is timeless and unforgettable. But one I also feel is extremely overlooked is Shelley Duvall, her scene of finding Jack's rant All Work is incredible, that's a look of horror and you can see that fear in her face after realizing her husband is mad. Also another incredible scene is when Jack sees a ghost woman in the bathtub, it's honestly one of the most terrifying scenes in horror cinema. The reason this film is so well known is because it's a film of perfection, it's been on The Simpsons, it's been shown in other films and it's a film that will forever stay with you when you see it, trust me.<br /><br />10/10",positive
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.<br /><br />At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.<br /><br />This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.<br /><br />The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.<br /><br />All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.",negative
"It is enjoyable and fast-paced. <br /><br />There is no way on Earth that the actor playing Mat could be eighteen. However, the main thing is that he does act eighteen very convincingly. It must be a credit to his audition that he convinced them to cast him. I quite soon accepted him as being a naive young country boy.<br /><br />While his was the best performance, most of the others were also very engaging. In particular, the interplay between the policemen was natural and well-balanced, and worked very well.<br /><br />It is only about 45 minutes long, so the plot is not complex. More key is the style of the whole thing. It is very slick and vibrant, and the backdrops are atmospheric, especially from the fact that all the colours are extremely rich. The gangland is identifiable to foreign audiences, but still manages to be distinctly Australian.",negative
"The story-line of ""The Thief of Bagdad"" is complex, owing to its being told in flashbacks and having three separate and equally important strands woven together. The screenplay by Lajo Biros and the dialogue by Miles Malleson keep the story moving skillfully at all points.The young King Ahmad of Bagdad is angry at his vizier Jaffar for executing a man for having different ideas. He discovers while in disguise that people blame him for Jaffar's deeds and hate him. He is imprisoned by Jaffar, where he meets Abu the young thief. The two escape and take a boat to the city of Basra. There the companions spy when men clear the way so none will see the Princess of the city passing by. Ahmad falls in love with her and visits her in her garden. He tells her he has come to her from beyond time and wins a kiss. Then he is captured. When Jaffar comes to win the Princess of Basra for himself, Ahmad attacks the evil vizier who blinds him and turns Abu into a dog. Jaffar then asks for the Princess's hand, and he gives the gift of a mechanical flying horse to the Sultan of Basra. The blind Ahmad then tells his tale in the marketplace, accompanied by Abu as his dog. The Prince has fallen into a sleep and nothing can wake her. So Jaffar sends his servant Halima for Ahmad and the dog, in hopes the prince can rouse her. He does awaken her. She boards a ship to find a doctor to cure Ahmad, but she is captured by Jaffar who then throws the dog overboard. She then allows Jaffar to take her in his arms, on his promise to restore Ahmad's sight and turn Abu back into a thief. The princess sees a vision of Ahmad; he is in a boat; Jaffar sends a storm to beset him and Abu is shipwrecked on a deserted island. Abu finds a genie or djinn who wants to kill him now that he is free after many centuries spent imprisoned in a bottle. Abu tricks him into proving he really came from so small a vessel, then corks him in again. For freeing him, he gets three wishes. His first is for sausages. In the meanwhile, the Princess pleads with her father to refuse Jaffar; but Jaffar shows the Sultan a new mechanical toy, one of whose six arms stabs him to death. Abu makes a second wish, to find Ahmad. The cunning genie flies him to the goddess of the All-Seeing eye. Abu has to climb a great web to get to the gem that is the eye, battling a giant spider, then scaling the goddess's statue. Abu gazes into the 'eye' and sees Ahmad in a canyon. He has the genie take him to Ahmad. Ahmad uses the eye to see the princess. She smells a flower and forgets everything at once. Abu wishes they were in Bagdad, but the genie laughs and leaves; Jaffar tells the Princess that she is in love with him, omitting mention of Ahmad. Ahmad tries to fight his way to the Princess, but Jaffar smashes the 'eye'. Abu finds himself in the ""Land of Legend"", where the old men who rule want to make him their king. He steals a bow and a magic carpet and escapes instead, to hurry to save Ahmad and the princess. The thief arrives in time to save the young king from the executioner, using his bow from the flying carpet, to the wonder of the throng who had come to watch the execution. Jaffar tries to flee on the mechanical flying horse, but another shot from the bow finishes him. Ahmad is ruler again and plans to wed his Princess; but when he tries to make Abu his vizier, the young thief refuses, saying that what he wants is adventure, not hard work and confinement in a palace however grand it may be. This fantastic story was given a sumptuous production by producer Alexander Korda. The production was designed by Vincent Korda who was also art director, while Georges Perinal did the colorful cinematography. The directors credited are Ludwig Berger and Michael Powell, with Tim Whelan, Alexander Korda, William Cameron Menzies and Zoltan Korda participating. The extraordinary and numerous costumes designs were the work of John Armstrong, Oliver Messel and Marcel Vertes. The production, apart from its gorgeous and expensive-looking visual splendors, I claim is dominated by two other elements, the choral music of Miklos Rozsa and the performance by Conrad Veidt as the evil Jaffar. Rex Ingram plays the genie with a curious accent, plus his usual intelligence and power. June Duprez is lovely and effective as the Princess Mary Morris is a sad and beautiful Halima, and Miles Malleson a properly bumbling and avaricious Sultan. As Ahmad, John Justin appears to do most of what can be done with the part of a young prince in love and then some; he is memorably good in his winning role. This film has a spaciousness about it that is found, I assert, in other Korda works also. Its imaginative content stands in contrast to very-strong realistic sets, costumes and set-design elements. This is one of the most memorable idea-level fantasies of all time, worthy to be enjoyed over and over.",positive
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",positive
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"The above seemed a much more appropriate title when me and my suicidal underlings decided to watch this masterpiece of modern bullshit <br /><br />Erotic,Scary, Suspenseful, Well thought out, these are all the things this film fails to be.<br /><br />It is however incredibly funny, the slow sound effects and bad dubbing add to this to make one of the greatest comedies I have seen in recent years. And yet this film doesn't even try to be funny and that is one of the movies grand achievements, it becomes a comedy without even attempting to amuse.<br /><br />Throughout the film an old guy who looks amazingly like Santa Claus goes around ploughing over zombies and smashing vampires into the ground. This made me fail to believe the films title, if this was vampires vs zombies why were the vampires and zombies not fighting? Oh well whatever, besides there were more flaws to this rental than the title. Such as this one; there has been a virus sweeping through America creating zombie like beings who go around acting a lot like your average tourist. And yet there's only four zombies in the entire film. Another problem is besides one shop everywhere is deserted. Surely you'd see zombies roaming about in the woods or in the background a bit. In fact I believe they just drove around in a circle of forest over and over again since they didn't have a high enough budget to film in a wider location, that or the director didn't want to waste his precious time filming in different areas of wood he was to busy sitting in a trailer jerking off to be bothered with such trivial matters.<br /><br />In fact the director had so much fun doing this that he didn't have enough time to hire a big enough cast or even an editor. And so he told the eight members of the cast to dress up as different people and try not to act inconspicuous, whilst I assume he changed his name and began randomly snipping at the film reels ""editing isn't a hard job anyway right?"" The only reason this ""movie"" found it's way into our bag was because somehow we got it confused with Freddy vs Jason, strange how these things happen isn't it. And the only way we made it though the night was by strapping gas masks on and bolting them to our skulls to avoid the stink of this nauseating mess.<br /><br />Oh yes we did laugh at the end, but I'm sure one does that a lot when he has lost his sanity...................",negative
"and shot in Vancouver with the 'mountains' of the low country of South Carolina visible in the background. For heaven's sake, they should have reset the location. There are no coastal mountains in South Carolina. Period.<br /><br />Lame visuals. They should have been beautiful. And the story limped along.<br /><br />I really don't understand why it was such a hit as a book, although I have to admit it's one I haven't read as yet. Usually I read the book and give the film a miss. There was nothing in this movie that made me want to buy the book, or even borrow it from the library.<br /><br />Verdict: The Mermaid Chair seemed pretty shallow to moi.",negative
"For that matter one of the worst FILMS ever made. Plot goes as follows. Slog through jungle looking areas for 10 minutes or so. Have Bo go somewhere and strip. Slog through the jungle some more. Give Bo another excuse to strip. Back to the jungle. Oh look! There's a Tarzan looking guy! Strip, Bo - strip. Kill the safari people. Tarzan looking guy has a fight scene. Saves Bo. Bo strips. Run credits. Run credits, run.",negative
"""Don't Drink the Water"" is an unbelievably bad film. It's based on a 1966 Broadway play by Woody Allen. It stars Jackie Gleason, the comic genius behind ""The Honeymooners"". The director, Howard Morris, has appeared in several Mel Brooks comedies (Life Stinks, High Anxiety, Silent Movie)and has made a mark in animation (characters he has voiced include Gopher from ""Pooh"", Jughead (Archie)and Beetle Bailey) What went wrong?<br /><br />I think the problem is that the premise is played out too seriously to work effectively. Allen's original play was tongue-in-cheek, which is why it worked on Broadway and in Allen's 1994 remake. The screenplay by R.S. Allen and Harvey Bullock beats the premise to death and makes too many changes from the original play. Making Gleason's wife an airhead in this version when she was a headstrong woman in the original is just one example of why this doesn't work.<br /><br />The acting isn't much better. Gleason does the best he can with the material, but he can't save this. Gleason was a comic genius , but also a fine actor as he demonstrated in ""The Hustler"" and ""Soldier in the Rain"". His abrasive personality could have worked here, but the lousy script doesn't even give him a chance. Too bad. Estelle Parsons' airhead wife will drive you nuts after 20 minutes. See how soon it'll take for YOU to want to strangle her. That is also a shame because she is also a fine actress, having turned in two exceptional performances in ""Bonnie and Clyde"" and ""Rachel, Rachel"" None of the other actors do particularly well either.<br /><br />Woody Allen hated this film so much that he remade the film in 1994 with himself and Julie Kavner (Marge Simpson) in the leads. They manage to hit all the right notes and the film itself is a comic masterpiece. It's finally on video after a long battle over rights. Do go out and find that version. All the 1969 original is good for is clearing out unwanted guests who overstay their welcome.<br /><br />1/2* out of 4 stars",negative
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",negative
"<br /><br />""step aside for hollywood veterans?"" (the wayan brothers were 'asked') thats what hollyweird demanded and thats what it got. However, like so many of its recent decisions this one was a stupendous mistake.<br /><br />The director is SO out of touch with todays audience, attempting to bring back physical pratfalls and gags in place of funny dialogue is just a DISASTER. I knew it, the audience knew it and the CAST knew it.<br /><br />What a shame, why did they EVER consider changing directors? Not only that but the two Wayan brothers played as two of four primary characters, without them its just a farce and a sad one.<br /><br />SP<br /><br />",negative
"Historical movies always take liberties -- conversations are concocted where no one could actually know what was said, customs are adjusted to be comprehensible to modern audiences, etc. However, historical films about actual historical personages should make at least a minimal nod to history. This film does not. The only scene I actually remember is when our hero surprises an assassin who creeps into his chamber at night. He confronts the dangerous intruder with, ""I don't remember sending for room service"". The main entertainment value is in its badness; I recommended my local video story put it on the ""Turkeys"" shelf.",negative
"Okay, it was very good...but Best Picture? Please, not even close. Munich was better, Capote was much better, Good Night and Good Luck was much better...Brokeback Mountain - well, that should have won! The Academy voters seem to act like the current day Democrats - please just a little of everyone, but don't dare take any concrete positions. That's why we have a complete moron in office in the US.<br /><br />This has been the WORST AA presentation ... and forget 1987 ... since way before that. Hollywood is so afraid of it's bottom line, that it can't be set ""straight"". Many voters apparently didn't even see Brokeback Mountain. Get real and get with it.<br /><br />This was the most pathetic year since I have been watching in the mid- 60's and I was only two.<br /><br />Wake up, whoever you are. Hollywood IS mainstream, and that's what happened to the Box Office in 2005. King Kong, the last Star Wars film, another Batman film, a re-make or whatever of Charlie and The Chocolate Factory, and much more to come in 2006.<br /><br />At least there were original best pictures, i.e. Munich, but heard that one before, Capote - great; Katherine Keener should have won, even though now we know Reese can sing like a Cash/Carter, etc., Syriana was a much better picture than Crash. That film has been done, since the early 1960's and we have to make that the best film? What a horrible Oscar night and a horrible year to end with in 2005 and another boring year in 2006. At least the BAFTA for best picture went to Brokeback, and what about the horrible song that won? Pathetic. I think we only have about 20 years left as America or the USA, before someone comes in and changes up things a bit. Maybe it will be China since they own so much of this country ... or India, because they have all the high-tech jobs and are the largest democratic country in the entire world.<br /><br />America has become the land of the fat, the pathetic, and the stupid. Trash can be found in more places than Florida, West Virgina, South Dakota, and in the mid-West.<br /><br />Drive-through a local McDonald's or Burger King for goodness sake. Order all you want until you get a heart attack. Put yourself out of your misery.",negative
